,pct,crime,year,count,crime_category,pct_2
10089,63,ROBBERY                               ,2018,88.0,major,
10090,63,FELONY ASSAULT                        ,2018,131.0,major,
10091,63,BURGLARY                              ,2018,92.0,major,
10092,63,GRAND LARCENY                         ,2018,495.0,major,
10093,63,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,62.0,major,
10094,66,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,major,
10095,66,RAPE                                  ,2018,20.0,major,
10096,66,ROBBERY                               ,2018,101.0,major,
10097,66,FELONY ASSAULT                        ,2018,141.0,major,
10098,66,BURGLARY                              ,2018,186.0,major,
10099,66,GRAND LARCENY                         ,2018,447.0,major,
10100,66,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,79.0,major,
10101,67,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,6.0,major,
10102,67,RAPE                                  ,2018,43.0,major,
10103,67,ROBBERY                               ,2018,246.0,major,
10104,67,FELONY ASSAULT                        ,2018,601.0,major,
10105,67,BURGLARY                              ,2018,225.0,major,
10106,67,GRAND LARCENY                         ,2018,586.0,major,
10107,67,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,98.0,major,
10108,68,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10109,68,RAPE                                  ,2018,16.0,major,
10110,68,ROBBERY                               ,2018,59.0,major,
10111,68,FELONY ASSAULT                        ,2018,129.0,major,
10112,68,BURGLARY                              ,2018,96.0,major,
10113,68,GRAND LARCENY                         ,2018,387.0,major,
10114,68,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,86.0,major,
10115,69,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,5.0,major,
10116,69,RAPE                                  ,2018,19.0,major,
10117,69,ROBBERY                               ,2018,115.0,major,
10118,69,FELONY ASSAULT                        ,2018,187.0,major,
10119,69,BURGLARY                              ,2018,90.0,major,
10120,69,GRAND LARCENY                         ,2018,292.0,major,
10121,69,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,61.0,major,
10122,70,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,6.0,major,
10123,70,RAPE                                  ,2018,27.0,major,
10124,70,ROBBERY                               ,2018,162.0,major,
10125,70,FELONY ASSAULT                        ,2018,273.0,major,
10126,70,BURGLARY                              ,2018,173.0,major,
10127,70,GRAND LARCENY                         ,2018,527.0,major,
10128,70,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,75.0,major,
10129,71,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,8.0,major,
10130,71,RAPE                                  ,2018,26.0,major,
10131,71,ROBBERY                               ,2018,166.0,major,
10132,71,FELONY ASSAULT                        ,2018,349.0,major,
10133,71,BURGLARY                              ,2018,143.0,major,
10134,71,GRAND LARCENY                         ,2018,464.0,major,
10135,71,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,68.0,major,
10136,72,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10137,72,RAPE                                  ,2018,32.0,major,
10138,72,ROBBERY                               ,2018,185.0,major,
10139,72,FELONY ASSAULT                        ,2018,209.0,major,
10140,72,BURGLARY                              ,2018,153.0,major,
10141,72,GRAND LARCENY                         ,2018,468.0,major,
10142,72,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,77.0,major,
10143,73,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,13.0,major,
10144,73,RAPE                                  ,2018,48.0,major,
10145,73,ROBBERY                               ,2018,371.0,major,
10146,73,FELONY ASSAULT                        ,2018,588.0,major,
10147,73,BURGLARY                              ,2018,176.0,major,
10148,73,GRAND LARCENY                         ,2018,413.0,major,
10149,73,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,77.0,major,
10150,75,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,7.0,major,
10151,75,RAPE                                  ,2018,70.0,major,
10152,75,ROBBERY                               ,2018,603.0,major,
10153,75,FELONY ASSAULT                        ,2018,940.0,major,
10154,75,BURGLARY                              ,2018,441.0,major,
10155,75,GRAND LARCENY                         ,2018,1030.0,major,
10156,75,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,207.0,major,
10157,76,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,4.0,major,
10158,76,RAPE                                  ,2018,9.0,major,
10159,76,ROBBERY                               ,2018,53.0,major,
10160,76,FELONY ASSAULT                        ,2018,91.0,major,
10161,76,BURGLARY                              ,2018,65.0,major,
10162,76,GRAND LARCENY                         ,2018,210.0,major,
10163,76,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,28.0,major,
10164,77,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10165,77,RAPE                                  ,2018,32.0,major,
10166,77,ROBBERY                               ,2018,180.0,major,
10167,77,FELONY ASSAULT                        ,2018,297.0,major,
10168,77,BURGLARY                              ,2018,158.0,major,
10169,77,GRAND LARCENY                         ,2018,397.0,major,
10170,77,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,72.0,major,
10171,78,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,major,
10172,78,RAPE                                  ,2018,12.0,major,
10173,78,ROBBERY                               ,2018,93.0,major,
10174,78,FELONY ASSAULT                        ,2018,81.0,major,
10175,78,BURGLARY                              ,2018,106.0,major,
10176,78,GRAND LARCENY                         ,2018,504.0,major,
10177,78,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,68.0,major,
10178,79,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,9.0,major,
10179,79,RAPE                                  ,2018,27.0,major,
10180,79,ROBBERY                               ,2018,309.0,major,
10181,79,FELONY ASSAULT                        ,2018,343.0,major,
10182,79,BURGLARY                              ,2018,301.0,major,
10183,79,GRAND LARCENY                         ,2018,484.0,major,
10184,79,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,72.0,major,
10185,81,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,10.0,major,
10186,81,RAPE                                  ,2018,15.0,major,
10187,81,ROBBERY                               ,2018,234.0,major,
10188,81,FELONY ASSAULT                        ,2018,274.0,major,
10189,81,BURGLARY                              ,2018,218.0,major,
10190,81,GRAND LARCENY                         ,2018,399.0,major,
10191,81,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,48.0,major,
10192,83,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,8.0,major,
10193,83,RAPE                                  ,2018,24.0,major,
10194,83,ROBBERY                               ,2018,265.0,major,
10195,83,FELONY ASSAULT                        ,2018,297.0,major,
10196,83,BURGLARY                              ,2018,303.0,major,
10197,83,GRAND LARCENY                         ,2018,471.0,major,
10198,83,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,92.0,major,
10199,84,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10200,84,RAPE                                  ,2018,18.0,major,
10201,84,ROBBERY                               ,2018,147.0,major,
10202,84,FELONY ASSAULT                        ,2018,177.0,major,
10203,84,BURGLARY                              ,2018,126.0,major,
10204,84,GRAND LARCENY                         ,2018,650.0,major,
10205,84,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,31.0,major,
10206,88,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,1.0,major,
10207,88,RAPE                                  ,2018,12.0,major,
10208,88,ROBBERY                               ,2018,100.0,major,
10209,88,FELONY ASSAULT                        ,2018,181.0,major,
10210,88,BURGLARY                              ,2018,101.0,major,
10211,88,GRAND LARCENY                         ,2018,402.0,major,
10212,88,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,48.0,major,
10213,90,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,4.0,major,
10214,90,RAPE                                  ,2018,16.0,major,
10215,90,ROBBERY                               ,2018,198.0,major,
10216,90,FELONY ASSAULT                        ,2018,237.0,major,
10217,90,BURGLARY                              ,2018,229.0,major,
10218,90,GRAND LARCENY                         ,2018,720.0,major,
10219,90,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,90.0,major,
10220,94,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,1.0,major,
10221,94,RAPE                                  ,2018,6.0,major,
10222,94,ROBBERY                               ,2018,63.0,major,
10223,94,FELONY ASSAULT                        ,2018,115.0,major,
10224,94,BURGLARY                              ,2018,141.0,major,
10225,94,GRAND LARCENY                         ,2018,535.0,major,
10226,94,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,62.0,major,
10227,100,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10228,100,RAPE                                  ,2018,5.0,major,
10229,100,ROBBERY                               ,2018,38.0,major,
10230,100,FELONY ASSAULT                        ,2018,121.0,major,
10231,100,BURGLARY                              ,2018,59.0,major,
10232,100,GRAND LARCENY                         ,2018,161.0,major,
10233,100,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,17.0,major,
10234,101,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,6.0,major,
10235,101,RAPE                                  ,2018,26.0,major,
10236,101,ROBBERY                               ,2018,151.0,major,
10237,101,FELONY ASSAULT                        ,2018,301.0,major,
10238,101,BURGLARY                              ,2018,98.0,major,
10239,101,GRAND LARCENY                         ,2018,250.0,major,
10240,101,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,31.0,major,
10241,102,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10242,102,RAPE                                  ,2018,24.0,major,
10243,102,ROBBERY                               ,2018,101.0,major,
10244,102,FELONY ASSAULT                        ,2018,184.0,major,
10245,102,BURGLARY                              ,2018,104.0,major,
10246,102,GRAND LARCENY                         ,2018,285.0,major,
10247,102,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,99.0,major,
10248,103,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,5.0,major,
10249,103,RAPE                                  ,2018,31.0,major,
10250,103,ROBBERY                               ,2018,346.0,major,
10251,103,FELONY ASSAULT                        ,2018,408.0,major,
10252,103,BURGLARY                              ,2018,152.0,major,
10253,103,GRAND LARCENY                         ,2018,466.0,major,
10254,103,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,79.0,major,
10255,104,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10256,104,RAPE                                  ,2018,17.0,major,
10257,104,ROBBERY                               ,2018,140.0,major,
10258,104,FELONY ASSAULT                        ,2018,168.0,major,
10259,104,BURGLARY                              ,2018,214.0,major,
10260,104,GRAND LARCENY                         ,2018,531.0,major,
10261,104,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,123.0,major,
10262,105,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,9.0,major,
10263,105,RAPE                                  ,2018,24.0,major,
10264,105,ROBBERY                               ,2018,197.0,major,
10265,105,FELONY ASSAULT                        ,2018,405.0,major,
10266,105,BURGLARY                              ,2018,266.0,major,
10267,105,GRAND LARCENY                         ,2018,589.0,major,
10268,105,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,164.0,major,
10269,106,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,6.0,major,
10270,106,RAPE                                  ,2018,16.0,major,
10271,106,ROBBERY                               ,2018,183.0,major,
10272,106,FELONY ASSAULT                        ,2018,246.0,major,
10273,106,BURGLARY                              ,2018,133.0,major,
10274,106,GRAND LARCENY                         ,2018,502.0,major,
10275,106,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,97.0,major,
10276,107,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,5.0,major,
10277,107,RAPE                                  ,2018,23.0,major,
10278,107,ROBBERY                               ,2018,138.0,major,
10279,107,FELONY ASSAULT                        ,2018,131.0,major,
10280,107,BURGLARY                              ,2018,149.0,major,
10281,107,GRAND LARCENY                         ,2018,539.0,major,
10282,107,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,101.0,major,
10283,108,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10284,108,RAPE                                  ,2018,12.0,major,
10285,108,ROBBERY                               ,2018,90.0,major,
10286,108,FELONY ASSAULT                        ,2018,108.0,major,
10287,108,BURGLARY                              ,2018,109.0,major,
10288,108,GRAND LARCENY                         ,2018,490.0,major,
10289,108,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,114.0,major,
10290,109,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,6.0,major,
10291,109,RAPE                                  ,2018,30.0,major,
10292,109,ROBBERY                               ,2018,202.0,major,
10293,109,FELONY ASSAULT                        ,2018,219.0,major,
10294,109,BURGLARY                              ,2018,324.0,major,
10295,109,GRAND LARCENY                         ,2018,970.0,major,
10296,109,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,126.0,major,
10297,110,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,2.0,major,
10298,110,RAPE                                  ,2018,43.0,major,
10299,110,ROBBERY                               ,2018,263.0,major,
10300,110,FELONY ASSAULT                        ,2018,328.0,major,
10301,110,BURGLARY                              ,2018,136.0,major,
10302,110,GRAND LARCENY                         ,2018,666.0,major,
10303,110,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,102.0,major,
10304,111,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,major,
10305,111,RAPE                                  ,2018,7.0,major,
10306,111,ROBBERY                               ,2018,35.0,major,
10307,111,FELONY ASSAULT                        ,2018,74.0,major,
10308,111,BURGLARY                              ,2018,163.0,major,
10309,111,GRAND LARCENY                         ,2018,361.0,major,
10310,111,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,37.0,major,
10311,112,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,major,
10312,112,RAPE                                  ,2018,18.0,major,
10313,112,ROBBERY                               ,2018,41.0,major,
10314,112,FELONY ASSAULT                        ,2018,53.0,major,
10315,112,BURGLARY                              ,2018,69.0,major,
10316,112,GRAND LARCENY                         ,2018,403.0,major,
10317,112,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,37.0,major,
10318,113,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,5.0,major,
10319,113,RAPE                                  ,2018,28.0,major,
10320,113,ROBBERY                               ,2018,156.0,major,
10321,113,FELONY ASSAULT                        ,2018,383.0,major,
10322,113,BURGLARY                              ,2018,153.0,major,
10323,113,GRAND LARCENY                         ,2018,414.0,major,
10324,113,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,138.0,major,
10325,114,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,10.0,major,
10326,114,RAPE                                  ,2018,42.0,major,
10327,114,ROBBERY                               ,2018,193.0,major,
10328,114,FELONY ASSAULT                        ,2018,356.0,major,
10329,114,BURGLARY                              ,2018,171.0,major,
10330,114,GRAND LARCENY                         ,2018,787.0,major,
10331,114,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,132.0,major,
10332,115,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,3.0,major,
10333,115,RAPE                                  ,2018,41.0,major,
10334,115,ROBBERY                               ,2018,248.0,major,
10335,115,FELONY ASSAULT                        ,2018,368.0,major,
10336,115,BURGLARY                              ,2018,195.0,major,
10337,115,GRAND LARCENY                         ,2018,653.0,major,
10338,115,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,149.0,major,
10339,116,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,,major,
10340,116,RAPE                                  ,2018,,major,
10341,116,ROBBERY                               ,2018,,major,
10342,116,FELONY ASSAULT                        ,2018,,major,
10343,116,BURGLARY                              ,2018,,major,
10344,116,GRAND LARCENY                         ,2018,,major,
10345,116,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,,major,
10346,120,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,10.0,major,
10347,120,RAPE                                  ,2018,34.0,major,
10348,120,ROBBERY                               ,2018,147.0,major,
10349,120,FELONY ASSAULT                        ,2018,274.0,major,
10350,120,BURGLARY                              ,2018,152.0,major,
10351,120,GRAND LARCENY                         ,2018,304.0,major,
10352,120,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,61.0,major,
10353,121,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,major,
10354,121,RAPE                                  ,2018,26.0,major,
10355,121,ROBBERY                               ,2018,123.0,major,
10356,121,FELONY ASSAULT                        ,2018,165.0,major,
10357,121,BURGLARY                              ,2018,95.0,major,
10358,121,GRAND LARCENY                         ,2018,338.0,major,
10359,121,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,45.0,major,
10360,122,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,major,
10361,122,RAPE                                  ,2018,12.0,major,
10362,122,ROBBERY                               ,2018,43.0,major,
10363,122,FELONY ASSAULT                        ,2018,109.0,major,
10364,122,BURGLARY                              ,2018,89.0,major,
10365,122,GRAND LARCENY                         ,2018,315.0,major,
10366,122,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,47.0,major,
10367,123,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,0.0,major,
10368,123,RAPE                                  ,2018,2.0,major,
10369,123,ROBBERY                               ,2018,11.0,major,
10370,123,FELONY ASSAULT                        ,2018,44.0,major,
10371,123,BURGLARY                              ,2018,24.0,major,
10372,123,GRAND LARCENY                         ,2018,198.0,major,
10373,123,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,31.0,major,
10374,1,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,1.0,major,
10375,1,RAPE                                  ,2019,15.0,major,
10376,1,ROBBERY                               ,2019,78.0,major,
10377,1,FELONY ASSAULT                        ,2019,98.0,major,
10378,1,BURGLARY                              ,2019,131.0,major,
10379,1,GRAND LARCENY                         ,2019,1044.0,major,
10380,1,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,19.0,major,
10381,5,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,6.0,major,
10382,5,RAPE                                  ,2019,14.0,major,
10383,5,ROBBERY                               ,2019,91.0,major,
10384,5,FELONY ASSAULT                        ,2019,163.0,major,
10385,5,BURGLARY                              ,2019,101.0,major,
10386,5,GRAND LARCENY                         ,2019,585.0,major,
10387,5,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,16.0,major,
10388,6,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,0.0,major,
10389,6,RAPE                                  ,2019,6.0,major,
10390,6,ROBBERY                               ,2019,143.0,major,
10391,6,FELONY ASSAULT                        ,2019,135.0,major,
10392,6,BURGLARY                              ,2019,137.0,major,
10393,6,GRAND LARCENY                         ,2019,1072.0,major,
10394,6,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,41.0,major,
10395,7,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,0.0,major,
10396,7,RAPE                                  ,2019,7.0,major,
10397,7,ROBBERY                               ,2019,149.0,major,
10398,7,FELONY ASSAULT                        ,2019,187.0,major,
10399,7,BURGLARY                              ,2019,94.0,major,
10400,7,GRAND LARCENY                         ,2019,507.0,major,
10401,7,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,18.0,major,
10402,9,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,3.0,major,
10403,9,RAPE                                  ,2019,15.0,major,
10404,9,ROBBERY                               ,2019,119.0,major,
10405,9,FELONY ASSAULT                        ,2019,173.0,major,
10406,9,BURGLARY                              ,2019,123.0,major,
10407,9,GRAND LARCENY                         ,2019,764.0,major,
10408,9,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,37.0,major,
10409,10,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,0.0,major,
10410,10,RAPE                                  ,2019,15.0,major,
10411,10,ROBBERY                               ,2019,123.0,major,
10412,10,FELONY ASSAULT                        ,2019,105.0,major,
10413,10,BURGLARY                              ,2019,83.0,major,
10414,10,GRAND LARCENY                         ,2019,804.0,major,
10415,10,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,23.0,major,
10416,13,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,0.0,major,
10417,13,RAPE                                  ,2019,17.0,major,
10418,13,ROBBERY                               ,2019,167.0,major,
10419,13,FELONY ASSAULT                        ,2019,184.0,major,
10420,13,BURGLARY                              ,2019,208.0,major,
10421,13,GRAND LARCENY                         ,2019,1395.0,major,
10422,13,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,43.0,major,
10423,14,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,1.0,major,
10424,14,RAPE                                  ,2019,17.0,major,
10425,14,ROBBERY                               ,2019,142.0,major,
10426,14,FELONY ASSAULT                        ,2019,213.0,major,
10427,14,BURGLARY                              ,2019,178.0,major,
10428,14,GRAND LARCENY                         ,2019,1989.0,major,
10429,14,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,12.0,major,
10430,17,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,0.0,major,
10431,17,RAPE                                  ,2019,10.0,major,
10432,17,ROBBERY                               ,2019,60.0,major,
10433,17,FELONY ASSAULT                        ,2019,96.0,major,
10434,17,BURGLARY                              ,2019,100.0,major,
10435,17,GRAND LARCENY                         ,2019,834.0,major,
10436,17,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,16.0,major,
10437,18,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,1.0,major,
10438,18,RAPE                                  ,2019,29.0,major,
10439,18,ROBBERY                               ,2019,171.0,major,
10440,18,FELONY ASSAULT                        ,2019,162.0,major,
10441,18,BURGLARY                              ,2019,165.0,major,
10442,18,GRAND LARCENY                         ,2019,1846.0,major,
10443,18,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,49.0,major,
10444,19,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,0.0,major,
10445,19,RAPE                                  ,2019,18.0,major,
10446,19,ROBBERY                               ,2019,171.0,major,
10447,19,FELONY ASSAULT                        ,2019,138.0,major,
10448,19,BURGLARY                              ,2019,223.0,major,
10449,19,GRAND LARCENY                         ,2019,1658.0,major,
10450,19,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,65.0,major,
10451,20,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,1.0,major,
10452,20,RAPE                                  ,2019,10.0,major,
10453,20,ROBBERY                               ,2019,85.0,major,
10454,20,FELONY ASSAULT                        ,2019,80.0,major,
10455,20,BURGLARY                              ,2019,81.0,major,
10456,20,GRAND LARCENY                         ,2019,605.0,major,
10457,20,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,38.0,major,
10458,22,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,1.0,major,
10459,22,RAPE                                  ,2019,1.0,major,
10460,22,ROBBERY                               ,2019,21.0,major,
10461,22,FELONY ASSAULT                        ,2019,7.0,major,
10462,22,BURGLARY                              ,2019,1.0,major,
10463,22,GRAND LARCENY                         ,2019,37.0,major,
10464,22,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,1.0,major,
10465,23,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,2.0,major,
10466,23,RAPE                                  ,2019,20.0,major,
10467,23,ROBBERY                               ,2019,168.0,major,
10468,23,FELONY ASSAULT                        ,2019,330.0,major,
10469,23,BURGLARY                              ,2019,79.0,major,
10470,23,GRAND LARCENY                         ,2019,297.0,major,
10471,23,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,21.0,major,
10472,24,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,2.0,major,
10473,24,RAPE                                  ,2019,10.0,major,
10474,24,ROBBERY                               ,2019,172.0,major,
10475,24,FELONY ASSAULT                        ,2019,147.0,major,
10476,24,BURGLARY                              ,2019,110.0,major,
10477,24,GRAND LARCENY                         ,2019,537.0,major,
10478,24,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,39.0,major,
10479,25,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,3.0,major,
10480,25,RAPE                                  ,2019,23.0,major,
10481,25,ROBBERY                               ,2019,172.0,major,
10482,25,FELONY ASSAULT                        ,2019,329.0,major,
10483,25,BURGLARY                              ,2019,108.0,major,
10484,25,GRAND LARCENY                         ,2019,461.0,major,
10485,25,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,21.0,major,
10486,26,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,2.0,major,
10487,26,RAPE                                  ,2019,8.0,major,
10488,26,ROBBERY                               ,2019,128.0,major,
10489,26,FELONY ASSAULT                        ,2019,94.0,major,
10490,26,BURGLARY                              ,2019,71.0,major,
10491,26,GRAND LARCENY                         ,2019,334.0,major,
10492,26,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,21.0,major,
10493,28,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,5.0,major,
10494,28,RAPE                                  ,2019,11.0,major,
10495,28,ROBBERY                               ,2019,163.0,major,
10496,28,FELONY ASSAULT                        ,2019,235.0,major,
10497,28,BURGLARY                              ,2019,90.0,major,
10498,28,GRAND LARCENY                         ,2019,348.0,major,
10499,28,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,28.0,major,
10500,30,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,4.0,major,
10501,30,RAPE                                  ,2019,20.0,major,
10502,30,ROBBERY                               ,2019,190.0,major,
10503,30,FELONY ASSAULT                        ,2019,178.0,major,
10504,30,BURGLARY                              ,2019,69.0,major,
10505,30,GRAND LARCENY                         ,2019,289.0,major,
10506,30,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,27.0,major,
10507,32,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,10.0,major,
10508,32,RAPE                                  ,2019,25.0,major,
10509,32,ROBBERY                               ,2019,219.0,major,
10510,32,FELONY ASSAULT                        ,2019,375.0,major,
10511,32,BURGLARY                              ,2019,110.0,major,
10512,32,GRAND LARCENY                         ,2019,315.0,major,
10513,32,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,34.0,major,
10514,33,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,4.0,major,
10515,33,RAPE                                  ,2019,11.0,major,
10516,33,ROBBERY                               ,2019,146.0,major,
10517,33,FELONY ASSAULT                        ,2019,202.0,major,
10518,33,BURGLARY                              ,2019,114.0,major,
10519,33,GRAND LARCENY                         ,2019,264.0,major,
10520,33,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,38.0,major,
10521,34,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,6.0,major,
10522,34,RAPE                                  ,2019,22.0,major,
10523,34,ROBBERY                               ,2019,226.0,major,
10524,34,FELONY ASSAULT                        ,2019,283.0,major,
10525,34,BURGLARY                              ,2019,122.0,major,
10526,34,GRAND LARCENY                         ,2019,557.0,major,
10527,34,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,62.0,major,
10528,40,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,10.0,major,
10529,40,RAPE                                  ,2019,26.0,major,
10530,40,ROBBERY                               ,2019,474.0,major,
10531,40,FELONY ASSAULT                        ,2019,719.0,major,
10532,40,BURGLARY                              ,2019,255.0,major,
10533,40,GRAND LARCENY                         ,2019,722.0,major,
10534,40,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,118.0,major,
10535,41,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,5.0,major,
10536,41,RAPE                                  ,2019,30.0,major,
10537,41,ROBBERY                               ,2019,164.0,major,
10538,41,FELONY ASSAULT                        ,2019,265.0,major,
10539,41,BURGLARY                              ,2019,119.0,major,
10540,41,GRAND LARCENY                         ,2019,311.0,major,
10541,41,GRAND LARCENY OF MOTOR VEHICLE                                  ,2019,54.0,major,
10542,42,MURDER & NON NEGL. MANSLAUGHTER                                ,2019,13.0,major,
10543,42,RAPE                                  ,2019,24.0,major,
10544,42,ROBBERY                               ,2019,286.0,major,
10545,42,FELONY ASSAULT                        ,2019,513.0,major,
10546,42,BURGLARY                              ,2019,205.0,major,
