,dbn,score,year
806,02M198,0.273,2011-2012
807,02M198,0.263,2012-2013
808,02M198,0.6332665,2014-2015
809,02M198,0.7775551,2015-2016
810,02M198,0.63126254,2016-2017
811,02M198,0.8236473,2017-2018
812,02M198,0.6052104,2018-2019
813,02M198,0.6528056,2019-2020
814,02M198,0.7004008,2020-2021
815,02M198,0.747996,2021-2022
816,02M198,0.7955912,2022-2023
817,02M198,0.84368736,2023-2024
818,02M212,0.963,2008-2009
819,02M212,0.595,2009-2010
820,02M212,0.536,2010-2011
821,02M212,0.541,2011-2012
822,02M212,0.623,2012-2013
823,02M212,0.6933868,2014-2015
824,02M212,0.78957915,2015-2016
825,02M212,0.75551105,2016-2017
826,02M212,0.71943885,2017-2018
827,02M212,0.6472946,2018-2019
828,02M212,0.6738477,2019-2020
829,02M212,0.7004008,2020-2021
830,02M212,0.7269539,2021-2022
831,02M212,0.753507,2022-2023
832,02M212,0.6492986,2023-2024
833,02M217,0.74549097,2014-2015
834,02M217,0.5991984,2015-2016
835,02M217,0.7715431,2016-2017
836,02M217,0.78557116,2017-2018
837,02M217,0.7715431,2018-2019
838,02M217,0.7825651,2019-2020
839,02M217,0.79358715,2020-2021
840,02M217,0.80460924,2021-2022
841,02M217,0.8156313,2022-2023
842,02M217,0.79358715,2023-2024
843,02M225,0.6092184,2014-2015
844,02M225,0.5891784,2015-2016
845,02M225,0.7254509,2016-2017
846,02M225,0.741483,2017-2018
847,02M225,0.69138277,2018-2019
848,02M225,0.66633266,2019-2020
849,02M225,0.64128256,2020-2021
850,02M225,0.61623245,2021-2022
851,02M225,0.59118235,2022-2023
852,02M225,0.5430862,2023-2024
853,02M234,0.936,2008-2009
854,02M234,0.551,2009-2010
855,02M234,0.594,2010-2011
856,02M234,0.299,2011-2012
857,02M234,0.503,2012-2013
858,02M234,0.82965934,2014-2015
859,02M234,0.70941883,2015-2016
860,02M234,0.8076152,2016-2017
861,02M234,0.8557114,2017-2018
862,02M234,0.741483,2018-2019
863,02M234,0.7840681,2019-2020
864,02M234,0.8266533,2020-2021
865,02M234,0.8692385,2021-2022
866,02M234,0.91182363,2022-2023
867,02M234,0.92785573,2023-2024
868,02M255,0.4602,2006-2007
869,02M255,0.654,2007-2008
870,02M255,0.8517034,2014-2015
871,02M255,0.94188374,2015-2016
872,02M255,0.88376755,2016-2017
873,02M255,0.8857716,2017-2018
874,02M255,0.91182363,2018-2019
875,02M255,0.93386775,2019-2020
876,02M255,0.9559118,2020-2021
877,02M255,0.97795594,2021-2022
878,02M255,1.0,2022-2023
879,02M255,0.9458918,2023-2024
880,02M260,0.7963,2006-2007
881,02M260,0.792,2007-2008
882,02M260,0.8016032,2014-2015
883,02M260,0.9158317,2015-2016
884,02M260,,2015-2016
885,02M260,0.7915832,2016-2017
886,02M260,,2016-2017
887,02M260,0.85370743,2017-2018
888,02M260,0.8476954,2017-2018
889,02M260,0.9458918,2018-2019
890,02M260,0.83967936,2018-2019
891,02M260,0.8772545,2019-2020
892,02M260,0.9148297,2020-2021
893,02M260,0.9524048,2021-2022
894,02M260,0.98998,2022-2023
895,02M260,0.94188374,2022-2023
896,02M260,0.90981966,2023-2024
897,02M260,0.9298597,2023-2024
898,02M267,,2014-2015
899,02M267,0.7675351,2015-2016
900,02M267,0.747495,2016-2017
901,02M267,0.8176353,2017-2018
902,02M267,0.87374747,2018-2019
903,02M267,0.90531063,2019-2020
904,02M267,0.93687373,2020-2021
905,02M267,0.9684369,2021-2022
906,02M267,1.0,2022-2023
907,02M267,0.95791584,2023-2024
908,02M276,0.77955914,2014-2015
909,02M276,0.7174349,2015-2016
910,02M276,0.8016032,2016-2017
911,02M276,0.84368736,2017-2018
912,02M276,0.8216433,2018-2019
913,02M276,0.8471944,2019-2020
914,02M276,0.8727455,2020-2021
915,02M276,0.8982966,2021-2022
916,02M276,0.9238477,2022-2023
917,02M276,0.8076152,2023-2024
918,02M280,,2014-2015
919,02M280,,2015-2016
920,02M280,,2016-2017
921,02M280,0.78356713,2017-2018
922,02M280,0.7675351,2018-2019
923,02M280,0.7715431,2019-2020
924,02M280,0.7755511,2020-2021
925,02M280,0.77955914,2021-2022
926,02M280,0.78356713,2022-2023
927,02M280,0.68937874,2023-2024
928,02M281,,2017-2018
929,02M281,1.0,2018-2019
930,02M281,1.0,2019-2020
931,02M281,1.0,2020-2021
932,02M281,1.0,2021-2022
933,02M281,1.0,2022-2023
934,02M281,0.9058116,2023-2024
935,02M282,,2014-2015
936,02M282,,2015-2016
937,02M282,,2016-2017
938,02M282,0.50501,2017-2018
939,02M282,0.63527054,2018-2019
940,02M282,0.6658317,2019-2020
941,02M282,0.6963928,2020-2021
942,02M282,0.7269539,2021-2022
943,02M282,0.757515,2022-2023
944,02M282,0.6713427,2023-2024
945,02M288,0.827,2007-2008
946,02M288,0.857,2008-2009
947,02M288,0.839,2009-2010
948,02M288,0.712,2011-2012
949,02M288,0.622,2012-2013
950,02M288,0.62124246,2014-2015
951,02M288,0.56713426,2015-2016
952,02M288,0.6232465,2016-2017
953,02M288,0.5731463,2017-2018
954,02M288,0.65531063,2018-2019
955,02M288,0.6528056,2019-2020
956,02M288,0.6503006,2020-2021
957,02M288,0.6477956,2021-2022
958,02M288,0.64529055,2022-2023
959,02M288,0.6472946,2023-2024
960,02M289,0.3505,2006-2007
961,02M289,0.661,2007-2008
962,02M289,0.76152307,2014-2015
963,02M289,0.86372745,2015-2016
964,02M289,0.8016032,2016-2017
965,02M289,0.8236473,2017-2018
966,02M289,0.8276553,2018-2019
967,02M289,0.8026052,2019-2020
968,02M289,0.7775551,2020-2021
969,02M289,0.752505,2021-2022
970,02M289,0.7274549,2022-2023
971,02M289,0.8757515,2023-2024
972,02M290,0.716,2008-2009
973,02M290,0.787,2009-2010
974,02M290,0.736,2010-2011
975,02M290,0.686,2011-2012
976,02M290,0.689,2012-2013
977,02M290,0.8797595,2014-2015
978,02M290,0.77955914,2015-2016
979,02M290,0.9358717,2016-2017
980,02M290,0.88376755,2017-2018
981,02M290,0.81963927,2018-2019
982,02M290,0.86472946,2019-2020
983,02M290,0.90981966,2020-2021
984,02M290,0.9549098,2021-2022
985,02M290,1.0,2022-2023
986,02M290,0.91783565,2023-2024
987,02M294,0.865,2007-2008
988,02M294,0.951,2008-2009
989,02M294,0.842,2009-2010
990,02M294,0.691,2011-2012
991,02M294,0.548,2012-2013
992,02M294,0.7214429,2014-2015
993,02M294,0.65731466,2015-2016
994,02M294,0.69138277,2016-2017
995,02M294,0.7775551,2017-2018
996,02M294,0.8076152,2018-2019
997,02M294,0.8276553,2019-2020
998,02M294,0.8476954,2020-2021
999,02M294,0.86773545,2021-2022
1000,02M294,0.88777554,2022-2023
1001,02M294,0.81963927,2023-2024
1002,02M296,0.733,2007-2008
1003,02M296,1.053,2008-2009
1004,02M296,0.853,2009-2010
1005,02M296,0.754,2011-2012
1006,02M296,0.708,2012-2013
1007,02M296,0.753507,2014-2015
1008,02M296,0.68537074,2015-2016
1009,02M296,0.58717436,2016-2017
1010,02M296,0.6472946,2017-2018
1011,02M296,0.6332665,2018-2019
1012,02M296,0.61222446,2019-2020
1013,02M296,0.59118235,2020-2021
1014,02M296,0.5701403,2021-2022
1015,02M296,0.5490982,2022-2023
1016,02M296,0.498998,2023-2024
1017,02M297,,2017-2018
1018,02M297,0.5951904,2018-2019
1019,02M297,0.5916834,2019-2020
1020,02M297,0.58817637,2020-2021
1021,02M297,0.58466935,2021-2022
1022,02M297,0.58116233,2022-2023
1023,02M297,0.50901806,2023-2024
1024,02M298,0.81,2007-2008
1025,02M298,0.733,2008-2009
1026,02M298,0.909,2009-2010
1027,02M298,0.706,2011-2012
1028,02M298,0.732,2012-2013
1029,02M298,0.7735471,2014-2015
1030,02M298,0.64529055,2015-2016
1031,02M298,0.56713426,2016-2017
1032,02M298,0.5791583,2017-2018
1033,02M298,0.5951904,2018-2019
1034,02M298,0.60721445,2019-2020
1035,02M298,0.6192385,2020-2021
1036,02M298,0.63126254,2021-2022
1037,02M298,0.6432866,2022-2023
1038,02M298,0.50501,2023-2024
1039,02M300,0.533,2007-2008
1040,02M300,0.716,2008-2009
1041,02M300,0.667,2009-2010
1042,02M300,0.562,2011-2012
1043,02M300,0.567,2012-2013
1044,02M300,0.61723447,2014-2015
1045,02M300,0.58717436,2015-2016
1046,02M300,0.50501,2016-2017
1047,02M300,0.4749499,2017-2018
1048,02M300,0.57715434,2018-2019
1049,02M300,0.58366734,2019-2020
1050,02M300,0.59018034,2020-2021
1051,02M300,0.5966934,2021-2022
1052,02M300,0.6032064,2022-2023
1053,02M300,0.5751503,2023-2024
1054,02M303,,2007-2008
1055,02M303,0.734,2008-2009
1056,02M303,0.645,2009-2010
1057,02M303,0.753,2011-2012
1058,02M303,0.695,2012-2013
1059,02M303,0.70941883,2014-2015
1060,02M303,0.6973948,2015-2016
1061,02M303,0.6773547,2016-2017
1062,02M303,0.5931864,2017-2018
1063,02M303,0.71943885,2018-2019
1064,02M303,0.7174349,2019-2020
1065,02M303,0.71543086,2020-2021
1066,02M303,0.7134268,2021-2022
1067,02M303,0.71142286,2022-2023
1068,02M303,0.74549097,2023-2024
1069,02M305,,2007-2008
1070,02M305,0.574,2008-2009
1071,02M305,0.583,2009-2010
1072,02M305,0.704,2011-2012
1073,02M305,0.608,2012-2013
1074,02M305,0.737475,2014-2015
1075,02M305,0.751503,2015-2016
1076,02M305,0.737475,2016-2017
1077,02M305,0.66533065,2017-2018
1078,02M305,0.6973948,2018-2019
1079,02M305,0.6818637,2019-2020
1080,02M305,0.66633266,2020-2021
1081,02M305,0.6508016,2021-2022
1082,02M305,0.63527054,2022-2023
1083,02M305,0.71142286,2023-2024
1084,02M308,,2007-2008
1085,02M308,0.947,2008-2009
1086,02M308,0.862,2009-2010
1087,02M308,0.726,2011-2012
1088,02M308,0.576,2012-2013
1089,02M308,0.7214429,2014-2015
1090,02M308,0.73947895,2015-2016
1091,02M308,0.68136275,2016-2017
1092,02M308,0.64128256,2017-2018
1093,02M308,0.6292585,2018-2019
1094,02M308,0.63126254,2019-2020
1095,02M308,0.6332665,2020-2021
1096,02M308,0.63527054,2021-2022
1097,02M308,0.63727456,2022-2023
1098,02M308,0.4428858,2023-2024
1099,02M312,0.698,2006-2007
1100,02M312,0.704,2007-2008
1101,02M312,0.8817635,2014-2015
1102,02M312,0.9759519,2015-2016
1103,02M312,0.8657315,2016-2017
1104,02M312,0.8697395,2017-2018
1105,02M312,0.9218437,2018-2019
1106,02M312,0.94138277,2019-2020
1107,02M312,0.9609218,2020-2021
1108,02M312,0.98046094,2021-2022
1109,02M312,1.0,2022-2023
1110,02M312,0.93386775,2023-2024
1111,02M316,,2007-2008
1112,02M316,0.744,2008-2009
1113,02M316,0.628,2009-2010
1114,02M316,0.621,2011-2012
1115,02M316,0.548,2012-2013
1116,02M316,0.57715434,2014-2015
1117,02M316,0.44689378,2015-2016
1118,02M316,0.5210421,2016-2017
1119,02M316,0.3747495,2017-2018
1120,02M316,0.46092185,2018-2019
1121,02M316,0.49448898,2019-2020
1122,02M316,0.5280561,2020-2021
1123,02M316,0.5616233,2021-2022
1124,02M316,0.5951904,2022-2023
1125,02M316,,2023-2024
1126,02M340,,2018-2019
1127,02M340,,2019-2020
1128,02M340,,2020-2021
1129,02M340,,2021-2022
1130,02M340,0.91382766,2022-2023
1131,02M340,0.7955912,2023-2024
1132,02M343,,2016-2017
1133,02M343,0.6833667,2017-2018
1134,02M343,0.7715431,2018-2019
1135,02M343,0.7850701,2019-2020
1136,02M343,0.7985972,2020-2021
1137,02M343,0.81212425,2021-2022
1138,02M343,0.8256513,2022-2023
1139,02M343,0.737475,2023-2024
1140,02M347,0.825,2008-2009
1141,02M347,0.7214429,2014-2015
1142,02M347,0.7074148,2015-2016
1143,02M347,0.8757515,2016-2017
1144,02M347,0.993988,2017-2018
1145,02M347,0.9799599,2018-2019
1146,02M347,0.8922846,2019-2020
1147,02M347,0.80460924,2020-2021
1148,02M347,0.71693385,2021-2022
1149,02M347,0.6292585,2022-2023
1150,02M347,0.5851703,2023-2024
1151,02M374,,2008-2009
1152,02M374,0.637,2009-2010
1153,02M374,0.537,2011-2012
1154,02M374,0.548,2012-2013
1155,02M374,0.5991984,2014-2015
1156,02M374,0.501002,2015-2016
1157,02M374,0.49499,2016-2017
1158,02M374,0.5210421,2017-2018
1159,02M374,0.5531062,2018-2019
1160,02M374,0.6067134,2019-2020
1161,02M374,0.66032064,2020-2021
1162,02M374,0.71392787,2021-2022
1163,02M374,0.7675351,2022-2023
1164,02M374,0.743487,2023-2024
1165,02M376,,2008-2009
1166,02M376,,2009-2010
1167,02M376,0.66,2011-2012
1168,02M376,0.719,2012-2013
1169,02M376,0.7915832,2014-2015
1170,02M376,0.8456914,2015-2016
1171,02M376,0.83366734,2016-2017
1172,02M376,0.8156313,2017-2018
1173,02M376,0.86773545,2018-2019
1174,02M376,0.86372745,2019-2020
1175,02M376,0.85971946,2020-2021
1176,02M376,0.8557114,2021-2022
1177,02M376,0.8517034,2022-2023
1178,02M376,0.9498998,2023-2024
1179,02M392,,2009-2010
1180,02M392,,2011-2012
1181,02M392,0.641,2012-2013
1182,02M392,0.81362724,2014-2015
1183,02M392,0.6993988,2015-2016
1184,02M392,0.6753507,2016-2017
1185,02M392,0.6833667,2017-2018
1186,02M392,0.66132265,2018-2019
1187,02M392,0.6783567,2019-2020
1188,02M392,0.69539076,2020-2021
1189,02M392,0.7124249,2021-2022
1190,02M392,0.7294589,2022-2023
1191,02M392,0.73547095,2023-2024
1192,02M393,,2009-2010
1193,02M393,,2011-2012
1194,02M393,0.665,2012-2013
1195,02M393,0.6753507,2014-2015
1196,02M393,0.58116233,2015-2016
1197,02M393,0.5851703,2016-2017
1198,02M393,0.6633267,2017-2018
1199,02M393,0.64128256,2018-2019
1200,02M393,0.64278555,2019-2020
1201,02M393,0.6442886,2020-2021
1202,02M393,0.6457916,2021-2022
1203,02M393,0.6472946,2022-2023
1204,02M393,0.5991984,2023-2024
1205,02M395,,2019-2020
1206,02M395,,2020-2021
1207,02M395,,2021-2022
1208,02M395,,2023-2024
1209,02M397,0.8617234,2014-2015
1210,02M397,0.753507,2015-2016
1211,02M397,0.7975952,2016-2017
1212,02M397,0.8156313,2017-2018
1213,02M397,0.83366734,2018-2019
1214,02M397,0.84218436,2019-2020
1215,02M397,0.8507014,2020-2021
1216,02M397,0.8592184,2021-2022
1217,02M397,0.86773545,2022-2023
1218,02M397,0.83767533,2023-2024
1219,02M399,,2009-2010
1220,02M399,,2011-2012
1221,02M399,0.418,2012-2013
1222,02M399,0.7034068,2014-2015
1223,02M399,0.5931864,2015-2016
1224,02M399,0.5390782,2016-2017
1225,02M399,0.5791583,2017-2018
1226,02M399,0.58717436,2018-2019
1227,02M399,0.59118235,2019-2020
1228,02M399,0.5951904,2020-2021
1229,02M399,0.5991984,2021-2022
1230,02M399,0.6032064,2022-2023
1231,02M399,0.5430862,2023-2024
1232,02M400,0.6304,2006-2007
1233,02M400,0.594,2007-2008
1234,02M400,0.621,2008-2009
1235,02M400,0.654,2009-2010
1236,02M400,0.665,2011-2012
1237,02M400,0.657,2012-2013
1238,02M400,0.61122245,2014-2015
1239,02M400,0.54108214,2015-2016
1240,02M400,0.52705413,2016-2017
1241,02M400,0.51302606,2017-2018
1242,02M400,0.60721445,2018-2019
1243,02M400,0.6232465,2019-2020
1244,02M400,0.63927853,2020-2021
1245,02M400,0.65531063,2021-2022
1246,02M400,0.6713427,2022-2023
1247,02M400,0.74549097,2023-2024
1248,02M407,0.5247,2006-2007
1249,02M407,0.645,2006-2007
1250,02M407,0.42,2007-2008
1251,02M407,0.69,2007-2008
1252,02M407,0.811,2008-2009
1253,02M407,0.624,2009-2010
1254,02M407,0.735,2011-2012
1255,02M407,0.796,2012-2013
1256,02M407,0.5951904,2014-2015
1257,02M407,0.8076152,2014-2015
1258,02M407,0.55711424,2015-2016
1259,02M407,0.8416834,2015-2016
1260,02M407,,2016-2017
1261,02M407,0.78957915,2016-2017
1262,02M407,,2017-2018
1263,02M407,0.7675351,2017-2018
1264,02M407,,2018-2019
1265,02M407,0.8036072,2018-2019
1266,02M407,0.8220441,2019-2020
1267,02M407,0.840481,2020-2021
1268,02M407,0.85891783,2021-2022
1269,02M407,,2022-2023
1270,02M407,0.8957916,2022-2023
1271,02M407,,2023-2024
1272,02M407,0.9358717,2023-2024
1273,02M408,0.5506,2006-2007
1274,02M408,0.5789,2006-2007
1275,02M408,0.755,2007-2008
1276,02M408,0.684,2007-2008
1277,02M408,0.782,2008-2009
1278,02M408,0.716,2009-2010
1279,02M408,0.656,2011-2012
1280,02M408,0.668,2012-2013
1281,02M408,0.8016032,2014-2015
1282,02M408,0.7294589,2014-2015
1283,02M408,0.8717435,2015-2016
1284,02M408,0.751503,2015-2016
1285,02M408,0.9018036,2016-2017
1286,02M408,0.757515,2016-2017
1287,02M408,0.77955914,2017-2018
1288,02M408,0.743487,2017-2018
1289,02M408,0.71543086,2018-2019
1290,02M408,0.7875751,2018-2019
1291,02M408,0.8126252,2019-2020
1292,02M408,0.83767533,2020-2021
1293,02M408,0.86272544,2021-2022
1294,02M408,0.88777554,2022-2023
1295,02M408,0.83567137,2022-2023
1296,02M408,0.6132265,2023-2024
1297,02M408,0.88376755,2023-2024
1298,02M409,0.4347,2006-2007
1299,02M409,0.393,2007-2008
1300,02M409,0.393,2019-2020
1301,02M409,0.393,2020-2021
1302,02M409,0.393,2021-2022
1303,02M411,0.812,2006-2007
1304,02M411,0.826,2007-2008
1305,02M411,0.836,2008-2009
1306,02M411,0.745,2009-2010
1307,02M411,0.808,2011-2012
1308,02M411,0.846,2012-2013
1309,02M411,0.8817635,2014-2015
1310,02M411,0.94388777,2015-2016
1311,02M411,0.9458918,2016-2017
1312,02M411,0.93386775,2017-2018
1313,02M411,0.94188374,2018-2019
1314,02M411,0.9483968,2019-2020
1315,02M411,0.9549098,2020-2021
1316,02M411,0.96142286,2021-2022
1317,02M411,0.96793586,2022-2023
1318,02M411,0.9519038,2023-2024
1319,02M412,0.7236,2006-2007
1320,02M412,0.772,2007-2008
1321,02M412,0.798,2008-2009
1322,02M412,0.749,2009-2010
1323,02M412,0.741,2011-2012
1324,02M412,0.797,2012-2013
1325,02M412,0.8917836,2014-2015
1326,02M412,0.91182363,2015-2016
1327,02M412,0.8817635,2016-2017
1328,02M412,0.91382766,2017-2018
1329,02M412,0.91783565,2018-2019
1330,02M412,0.9108216,2019-2020
1331,02M412,0.90380764,2020-2021
1332,02M412,0.8967936,2021-2022
1333,02M412,0.88977957,2022-2023
1334,02M412,0.94188374,2023-2024
1335,02M413,0.5973,2006-2007
1336,02M413,0.6255,2006-2007
1337,02M413,0.614,2007-2008
1338,02M413,0.815,2007-2008
1339,02M413,0.815,2008-2009
1340,02M413,0.765,2009-2010
1341,02M413,0.71,2011-2012
1342,02M413,0.661,2012-2013
1343,02M413,0.7334669,2014-2015
1344,02M413,0.8496994,2014-2015
1345,02M413,0.76953906,2015-2016
1346,02M413,0.7975952,2015-2016
1347,02M413,0.6713427,2016-2017
1348,02M413,0.8697395,2016-2017
1349,02M413,0.7254509,2017-2018
1350,02M413,0.8156313,2017-2018
1351,02M413,0.6793587,2018-2019
1352,02M413,0.91382766,2018-2019
1353,02M413,0.85721445,2019-2020
1354,02M413,0.8006012,2020-2021
1355,02M413,0.743988,2021-2022
1356,02M413,0.6873748,2022-2023
1357,02M413,0.94388777,2022-2023
1358,02M413,0.88376755,2023-2024
1359,02M413,0.90981966,2023-2024
1360,02M414,0.7274,2006-2007
1361,02M414,0.747,2007-2008
1362,02M414,0.793,2008-2009
1363,02M414,0.818,2009-2010
1364,02M414,0.763,2011-2012
1365,02M414,0.797,2012-2013
1366,02M414,0.8577154,2014-2015
1367,02M414,0.9258517,2015-2016
1368,02M414,0.9198397,2016-2017
1369,02M414,0.8857716,2017-2018
1370,02M414,0.9218437,2018-2019
1371,02M414,0.91182363,2019-2020
1372,02M414,0.9018036,2020-2021
1373,02M414,0.8917836,2021-2022
1374,02M414,0.8817635,2022-2023
1375,02M414,0.9238477,2023-2024
1376,02M416,0.8641,2006-2007
1377,02M416,0.791,2007-2008
1378,02M416,0.856,2008-2009
1379,02M416,0.807,2009-2010
1380,02M416,0.854,2011-2012
1381,02M416,0.841,2012-2013
1382,02M416,0.90380764,2014-2015
1383,02M416,0.9659319,2015-2016
1384,02M416,0.95791584,2016-2017
1385,02M416,0.9258517,2017-2018
1386,02M416,0.9599198,2018-2019
1387,02M416,0.9634268,2019-2020
1388,02M416,0.96693385,2020-2021
1389,02M416,0.97044086,2021-2022
1390,02M416,0.9739479,2022-2023
1391,02M416,0.9539078,2023-2024
1392,02M418,0.6669,2006-2007
1393,02M418,0.771,2007-2008
1394,02M418,0.8,2008-2009
1395,02M418,0.769,2009-2010
1396,02M418,0.808,2011-2012
1397,02M418,0.859,2012-2013
1398,02M418,0.9058116,2014-2015
1399,02M418,0.93386775,2015-2016
1400,02M418,0.9298597,2016-2017
1401,02M418,0.9198397,2017-2018
1402,02M418,0.95791584,2018-2019
1403,02M418,0.9498998,2019-2020
1404,02M418,0.94188374,2020-2021
1405,02M418,0.93386775,2021-2022
1406,02M418,0.9258517,2022-2023
1407,02M418,0.9519038,2023-2024
1408,02M419,0.707,2006-2007
1409,02M419,0.565,2007-2008
1410,02M419,0.468,2008-2009
1411,02M419,0.54,2009-2010
1412,02M419,0.471,2011-2012
1413,02M419,0.586,2012-2013
1414,02M419,0.63126254,2014-2015
1415,02M419,0.6713427,2015-2016
1416,02M419,0.60721445,2016-2017
1417,02M419,0.7274549,2017-2018
1418,02M419,0.63927853,2018-2019
1419,02M419,0.6457916,2019-2020
1420,02M419,0.6523046,2020-2021
1421,02M419,0.65881765,2021-2022
1422,02M419,0.66533065,2022-2023
1423,02M419,0.49298596,2023-2024
1424,02M420,0.4476,2006-2007
1425,02M420,0.507,2007-2008
1426,02M420,0.453,2008-2009
1427,02M420,0.491,2009-2010
1428,02M420,0.675,2011-2012
1429,02M420,0.664,2012-2013
1430,02M420,0.7815631,2014-2015
1431,02M420,0.741483,2015-2016
1432,02M420,0.749499,2016-2017
1433,02M420,0.6993988,2017-2018
1434,02M420,0.8036072,2018-2019
1435,02M420,0.79208416,2019-2020
1436,02M420,0.78056115,2020-2021
1437,02M420,0.7690381,2021-2022
1438,02M420,0.757515,2022-2023
1439,02M420,0.7975952,2023-2024
1440,02M422,,2012-2013
1441,02M422,0.6833667,2014-2015
1442,02M422,,2014-2015
1443,02M422,0.61523044,2015-2016
1444,02M422,0.57114226,2015-2016
1445,02M422,0.498998,2016-2017
1446,02M422,0.56513023,2016-2017
1447,02M422,0.51302606,2017-2018
1448,02M422,0.54709417,2017-2018
1449,02M422,0.70541084,2018-2019
1450,02M422,0.58316636,2018-2019
1451,02M422,0.58366734,2019-2020
1452,02M422,0.5841683,2020-2021
1453,02M422,0.58466935,2021-2022
1454,02M422,0.5851703,2022-2023
1455,02M422,0.5891784,2022-2023
1456,02M422,0.43887776,2023-2024
1457,02M422,0.4428858,2023-2024
1458,02M425,0.2779,2006-2007
1459,02M425,0.391,2007-2008
1460,02M425,0.517,2008-2009
1461,02M425,0.581,2009-2010
1462,02M425,0.556,2011-2012
1463,02M425,0.58,2012-2013
1464,02M425,0.5791583,2014-2015
1465,02M425,0.6012024,2015-2016
1466,02M425,0.5290581,2016-2017
1467,02M425,0.5350701,2017-2018
1468,02M425,0.65531063,2018-2019
1469,02M425,0.6558116,2019-2020
1470,02M425,0.65631264,2020-2021
1471,02M425,0.6568136,2021-2022
1472,02M425,0.65731466,2022-2023
1473,02M425,0.63527054,2023-2024
1474,02M427,,2011-2012
1475,02M427,,2012-2013
1476,02M427,0.55711424,2014-2015
1477,02M427,0.44689378,2015-2016
1478,02M427,0.46292585,2016-2017
1479,02M427,0.53306615,2017-2018
1480,02M427,0.5691383,2018-2019
1481,02M427,0.58767533,2019-2020
1482,02M427,0.60621244,2020-2021
1483,02M427,0.6247495,2021-2022
1484,02M427,0.6432866,2022-2023
1485,02M427,0.5931864,2023-2024
1486,02M429,0.26,2006-2007
1487,02M429,0.425,2007-2008
1488,02M429,0.431,2008-2009
1489,02M429,0.51,2009-2010
1490,02M429,,2011-2012
1491,02M429,,2012-2013
1492,02M429,,2014-2015
1493,02M429,0.51,2019-2020
1494,02M429,0.51,2020-2021
1495,02M429,0.51,2021-2022
1496,02M432,,2017-2018
1497,02M432,0.7014028,2018-2019
1498,02M432,0.69188374,2019-2020
1499,02M432,0.6823647,2020-2021
